!RNX Dual-Polarized Feed Calibration Data
!Created: 20250709T114702ZZ
!Operator: SYSTEM
!Equipment:
!  Signal_Generator: DEFAULT_SG_SN:SN00000
!  Spectrum_Analyzer: DEFAULT_SA_SN:SN00000
!  Antenna: DEFAULT_ANT_SN:SN00000
!Environment: 25.0C, 50.0%RH
!Frequency:
!  Start: 8 GHz
!  Stop: 40 GHz
!  Step: 0.01 GHz
!  Points: 3201
!Data Columns:
!  1: Frequency(GHz)
!  2: X_Theta(dB)
!  3: X_Phi(dB)
!  4: Ku_Theta(dB)
!  5: Ku_Phi(dB)
!  6: K_Theta(dB)
!  7: K_Phi(dB)
!  8: Ka_Theta(dB)
!  9: Ka_Phi(dB)
Frequency(GHz),X_Theta,X_Phi,Ku_Theta,Ku_Phi,K_Theta,K_Phi,Ka_Theta,Ka_Phi
19.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
19.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
20.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
21.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
22.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
